68034 silly lifecycle color-string@0.3.0~preinstall: no script for preinstall, continuing
77289 silly install deprecated@0.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/deprecated-4c9a6632
77290 info lifecycle deprecated@0.0.1~install: deprecated@0.0.1
77291 silly lifecycle deprecated@0.0.1~install: no script for install, continuing
77292 silly install destroy@1.0.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/destroy-fd347f3a
77293 info lifecycle destroy@1.0.4~install: destroy@1.0.4
77294 silly lifecycle destroy@1.0.4~install: no script for install, continuing
77295 silly install dev-ip@1.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/dev-ip-2e5412c1
77296 info lifecycle dev-ip@1.0.1~install: dev-ip@1.0.1
77297 silly lifecycle dev-ip@1.0.1~install: no script for install, continuing
77298 silly install domelementtype@1.3.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/domelementtype-9053493b
77299 info lifecycle domelementtype@1.3.0~install: domelementtype@1.3.0
77300 silly lifecycle domelementtype@1.3.0~install: no script for install, continuing
77301 silly install domhandler@2.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/domhandler-35543786
77302 info lifecycle domhandler@2.1.0~install: domhandler@2.1.0
77303 silly lifecycle domhandler@2.1.0~install: no script for install, continuing
77304 silly install domutils@1.1.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/domutils-447fb20e
77305 info lifecycle domutils@1.1.6~install: domutils@1.1.6
77306 silly lifecycle domutils@1.1.6~install: no script for install, continuing
77307 silly install minimist@0.0.8 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/minimist-dbfe137b
77308 info lifecycle minimist@0.0.8~install: minimist@0.0.8
77309 silly lifecycle minimist@0.0.8~install: no script for install, continuing
77310 silly install mkdirp@0.5.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/mkdirp-cee4dab6
77311 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
77312 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
77313 silly install ee-first@1.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ee-first-8cff279f
77314 info lifecycle ee-first@1.1.1~install: ee-first@1.1.1
77315 silly lifecycle ee-first@1.1.1~install: no script for install, continuing
77316 silly install ejs@2.3.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ejs-d6ffa3c8
77317 info lifecycle ejs@2.3.4~install: ejs@2.3.4
77318 silly lifecycle ejs@2.3.4~install: no script for install, continuing
77319 silly install emitter-steward@0.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/emitter-steward-371948a8
77320 info lifecycle emitter-steward@0.0.1~install: emitter-steward@0.0.1
77321 silly lifecycle emitter-steward@0.0.1~install: no script for install, continuing
77322 silly install mime-db@1.12.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/mime-db-63fc449a
77323 info lifecycle mime-db@1.12.0~install: mime-db@1.12.0
77324 silly lifecycle mime-db@1.12.0~install: no script for install, continuing
77325 silly install mime-types@2.0.14 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/mime-types-05e5d373
77326 info lifecycle mime-types@2.0.14~install: mime-types@2.0.14
77327 silly lifecycle mime-types@2.0.14~install: no script for install, continuing
77328 silly install negotiator@0.4.9 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/negotiator-fcf59259
77329 info lifecycle negotiator@0.4.9~install: negotiator@0.4.9
77330 silly lifecycle negotiator@0.4.9~install: no script for install, continuing
77331 silly install accepts@1.1.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/accepts-f774203c
77332 info lifecycle accepts@1.1.4~install: accepts@1.1.4
77333 silly lifecycle accepts@1.1.4~install: no script for install, continuing
77334 silly install escape-html@1.0.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/escape-html-08bd7c6a
77335 info lifecycle escape-html@1.0.3~install: escape-html@1.0.3
77336 silly lifecycle escape-html@1.0.3~install: no script for install, continuing
77337 silly install escape-string-regexp@1.0.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/escape-string-regexp-8829324d
77338 info lifecycle escape-string-regexp@1.0.5~install: escape-string-regexp@1.0.5
77339 silly lifecycle escape-string-regexp@1.0.5~install: no script for install, continuing
77340 silly install esprima@2.7.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/esprima-e0aada65
77341 info lifecycle esprima@2.7.2~install: esprima@2.7.2
77342 silly lifecycle esprima@2.7.2~install: no script for install, continuing
77343 silly install etag@1.7.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/etag-86ac826c
77344 info lifecycle etag@1.7.0~install: etag@1.7.0
77345 silly lifecycle etag@1.7.0~install: no script for install, continuing
77346 silly install eventemitter3@1.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/eventemitter3-f29e4920
77347 info lifecycle eventemitter3@1.2.0~install: eventemitter3@1.2.0
77348 silly lifecycle eventemitter3@1.2.0~install: no script for install, continuing
77349 silly install async-each-series@1.1.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-each-series-fd4e7f6a
77350 info lifecycle async-each-series@1.1.0~install: async-each-series@1.1.0
77351 silly lifecycle async-each-series@1.1.0~install: no script for install, continuing
77352 silly install exec-series@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/exec-series-fec7771f
77353 info lifecycle exec-series@1.0.2~install: exec-series@1.0.2
77354 silly lifecycle exec-series@1.0.2~install: no script for install, continuing
77355 silly install exit@0.1.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/exit-59de6192
77356 info lifecycle exit@0.1.2~install: exit@0.1.2
77357 silly lifecycle exit@0.1.2~install: no script for install, continuing
77358 silly install extend@3.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/extend-f0bfd708
77359 info lifecycle extend@3.0.0~install: extend@3.0.0
77360 silly lifecycle extend@3.0.0~install: no script for install, continuing
77361 silly install figures@1.5.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/figures-2f7aa8ab
77362 info lifecycle figures@1.5.0~install: figures@1.5.0
77363 silly lifecycle figures@1.5.0~install: no script for install, continuing
77364 silly install file-type@3.8.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/file-type-1599294b
77365 info lifecycle file-type@3.8.0~install: file-type@3.8.0
77366 silly lifecycle file-type@3.8.0~install: no script for install, continuing
77367 silly install archive-type@3.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/archive-type-b54f825f
77368 info lifecycle archive-type@3.2.0~install: archive-type@3.2.0
77369 silly lifecycle archive-type@3.2.0~install: no script for install, continuing
77370 silly install filename-regex@2.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/filename-regex-2f218903
77371 info lifecycle filename-regex@2.0.0~install: filename-regex@2.0.0
77372 silly lifecycle filename-regex@2.0.0~install: no script for install, continuing
77373 silly install filename-reserved-regex@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/filename-reserved-regex-8c4cd47e
77374 info lifecycle filename-reserved-regex@1.0.0~install: filename-reserved-regex@1.0.0
77375 silly lifecycle filename-reserved-regex@1.0.0~install: no script for install, continuing
77376 silly install find-index@0.1.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/find-index-868d301f
77377 info lifecycle find-index@0.1.1~install: find-index@0.1.1
77378 silly lifecycle find-index@0.1.1~install: no script for install, continuing
77379 silly install first-chunk-stream@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/first-chunk-stream-e3e6f554
77380 info lifecycle first-chunk-stream@1.0.0~install: first-chunk-stream@1.0.0
77381 silly lifecycle first-chunk-stream@1.0.0~install: no script for install, continuing
77382 silly install flagged-respawn@0.3.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/flagged-respawn-072825ea
77383 info lifecycle flagged-respawn@0.3.2~install: flagged-respawn@0.3.2
77384 silly lifecycle flagged-respawn@0.3.2~install: no script for install, continuing
77385 silly install graceful-fs@3.0.8 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/graceful-fs-cb857eac
77386 info lifecycle graceful-fs@3.0.8~install: graceful-fs@3.0.8
77387 silly lifecycle graceful-fs@3.0.8~install: no script for install, continuing
77388 silly install semver@4.3.6 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/semver-b649584d
77389 info lifecycle semver@4.3.6~install: semver@4.3.6
77390 silly lifecycle semver@4.3.6~install: no script for install, continuing
77391 silly install for-in@0.1.5 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/for-in-d65d97ae
77392 info lifecycle for-in@0.1.5~install: for-in@0.1.5
77393 silly lifecycle for-in@0.1.5~install: no script for install, continuing
77394 silly install for-own@0.1.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/for-own-d854b0a7
77395 info lifecycle for-own@0.1.4~install: for-own@0.1.4
77396 silly lifecycle for-own@0.1.4~install: no script for install, continuing
77397 silly install forever-agent@0.6.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/forever-agent-bdf3d2b9
77398 info lifecycle forever-agent@0.6.1~install: forever-agent@0.6.1
77399 silly lifecycle forever-agent@0.6.1~install: no script for install, continuing
77400 silly install fork-stream@0.0.4 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/fork-stream-85251865
77401 info lifecycle fork-stream@0.0.4~install: fork-stream@0.0.4
77402 silly lifecycle fork-stream@0.0.4~install: no script for install, continuing
77403 silly install async@1.5.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-6b1298b1
77404 info lifecycle async@1.5.2~install: async@1.5.2
77405 silly lifecycle async@1.5.2~install: no script for install, continuing
77406 silly install formidable@1.0.17 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/formidable-a6712766
77407 info lifecycle formidable@1.0.17~install: formidable@1.0.17
77408 silly lifecycle formidable@1.0.17~install: no script for install, continuing
77409 silly install fresh@0.3.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/fresh-957bd967
77410 info lifecycle fresh@0.3.0~install: fresh@0.3.0
77411 silly lifecycle fresh@0.3.0~install: no script for install, continuing
77412 silly install browser-sync-client@2.4.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/browser-sync-client-79758c24
77413 info lifecycle browser-sync-client@2.4.1~install: browser-sync-client@2.4.1
77414 silly lifecycle browser-sync-client@2.4.1~install: no script for install, continuing
77415 silly install ansi@0.3.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-67a81f2c
77416 info lifecycle ansi@0.3.1~install: ansi@0.3.1
77417 silly lifecycle ansi@0.3.1~install: no script for install, continuing
77418 silly install ansi-regex@2.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-regex-b6d02772
77419 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
77420 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
77421 silly install ansi-styles@2.2.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/ansi-styles-6249bbd5
77422 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
77423 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
77424 silly install asn1@0.2.3 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/asn1-d880589a
77425 info lifecycle asn1@0.2.3~install: asn1@0.2.3
77426 silly lifecycle asn1@0.2.3~install: no script for install, continuing
77427 silly install assert-plus@0.2.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/assert-plus-b05481f4
77428 info lifecycle assert-plus@0.2.0~install: assert-plus@0.2.0
77429 silly lifecycle assert-plus@0.2.0~install: no script for install, continuing
77430 silly install async@1.5.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/async-7d13093c
77431 info lifecycle async@1.5.2~install: async@1.5.2
77432 silly lifecycle async@1.5.2~install: no script for install, continuing
77433 silly install aws-sign2@0.6.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/aws-sign2-009565a4
77434 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
77435 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
77436 silly install pseudomap@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/pseudomap-c5436761
77437 info lifecycle pseudomap@1.0.2~install: pseudomap@1.0.2
77438 silly lifecycle pseudomap@1.0.2~install: no script for install, continuing
77439 silly install yallist@2.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/yallist-b31335f3
77440 info lifecycle yallist@2.0.0~install: yallist@2.0.0
77441 silly lifecycle yallist@2.0.0~install: no script for install, continuing
77442 silly install lru-cache@4.0.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/lru-cache-dff399dd
77443 info lifecycle lru-cache@4.0.1~install: lru-cache@4.0.1
77444 silly lifecycle lru-cache@4.0.1~install: no script for install, continuing
77445 silly install aws4@1.3.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/aws4-79bea4ca
77446 info lifecycle aws4@1.3.2~install: aws4@1.3.2
77447 silly lifecycle aws4@1.3.2~install: no script for install, continuing
77448 silly install caseless@0.11.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/caseless-ed6c86e8
77449 info lifecycle caseless@0.11.0~install: caseless@0.11.0
77450 silly lifecycle caseless@0.11.0~install: no script for install, continuing
77451 silly install core-util-is@1.0.2 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/core-util-is-5019c34a
77452 info lifecycle core-util-is@1.0.2~install: core-util-is@1.0.2
77453 silly lifecycle core-util-is@1.0.2~install: no script for install, continuing
77454 silly install assert-plus@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/assert-plus-7e5915d7
77455 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
77456 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
77457 silly install dashdash@1.13.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/dashdash-bcfd28c8
77458 info lifecycle dashdash@1.13.0~install: dashdash@1.13.0
77459 silly lifecycle dashdash@1.13.0~install: no script for install, continuing
77460 silly install deep-extend@0.4.1 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/deep-extend-cecd06fb
77461 info lifecycle deep-extend@0.4.1~install: deep-extend@0.4.1
77462 silly lifecycle deep-extend@0.4.1~install: no script for install, continuing
77463 silly install delayed-stream@1.0.0 /Users/mikedai/Documents/projects/wxmoment/node_modules/.staging/delayed-stream-beb9bcef
